1 --> {1=0.00572233711565794, 2=0.008847440297185784, 3=0.011168516158380793, 4=0.007027453613732049, 5=0.0055622535470871435, 6=0.004525608172153268, 7=0.005576614892629968, 8=0.002137428691571208, 9=0.007288670309439902, 10=0.011509224516420375, 11=0.008650472785995619, 12=0.0036370010469427105, 13=0.003912549412360842}
402 --> {1=0.00991799151415426, 2=0.011346515683926328, 3=0.009664192493447656, 4=0.0028261686674194153, 5=8.490446135054958E-4, 6=0.0021665706041946796, 7=0.0034834085733617816, 8=0.0010583600814413508, 9=0.004930651730953363, 10=0.0033707567078699206, 11=0.006272772174967463, 12=0.007555653579978365, 13=0.0}
403 --> {1=0.010834285956537026, 2=0.01452699665860361, 3=0.01579027543713993, 4=0.005894556213236801, 5=0.0013429893239117812, 6=0.001353675987757136, 7=0.005871204297072307, 8=0.0019270293292471146, 9=0.00692959040788829, 10=0.006202234121273351, 11=0.011510907033367799, 12=0.009453364069107694, 13=0.0031748071957522885}
404 --> {1=0.0, 2=0.0, 3=0.0, 4=0.02083519926287387, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.020302785840402154, 11=0.0, 12=0.0, 13=0.0}
405 --> {1=0.0024430291437582156, 2=0.005645019116040777, 3=0.014759518317541402, 4=0.01880755162055804, 5=0.0156635402142966, 6=0.002817471331869956, 7=0.017363363820200105, 8=0.005242494034113181, 9=0.02656863292896838, 10=0.028698943701387505, 11=0.0028546438834113333, 12=0.0, 13=0.003371610993822846}
406 --> {1=0.007179760191030137, 2=0.010189983288305695, 3=0.004945877047867638, 4=0.005807470554287833, 5=0.007898048759571355, 6=0.004787576562770009, 7=0.004922754332142209, 8=0.008929667734551065, 9=0.01140531274008094, 10=0.011266482373746606, 11=0.0025839014931017625, 12=0.003556294700762102, 13=0.004070703879913943}
407 --> {1=0.00236168232583027, 2=0.005394326367968701, 3=0.0034536313483870006, 4=0.003663650443604431, 5=0.006449328238231822, 6=0.004129948187133522, 7=0.0124285591941885, 8=0.0, 9=0.004764972401564983, 10=0.012494551587971008, 11=0.0026458487782259777, 12=2.191491890164336E-4, 13=0.007882227072322886}
408 --> {1=0.012324354053342552, 2=0.022556862907207247, 3=0.018316157124861492, 4=0.011404635689697991, 5=0.01710677695597188, 6=0.004612503313474264, 7=0.009491379638485037, 8=9.701634079879049E-4, 9=0.02044687210671399, 10=0.02686633788494847, 11=0.009120199239338949, 12=0.00735429395839347, 13=0.023440494065233963}
409 --> {1=0.0020990588357640548, 2=0.004179906732398073, 3=0.002456431578040442, 4=0.014526176708060523, 5=0.015331738981801823, 6=0.005584588451809485, 7=0.0055829520075587205, 8=0.0, 9=0.015374504994771557, 10=0.03033525829609868, 11=0.001267134087570516, 12=0.0, 13=0.0035135794402444465}
410 --> {1=0.006299401931623695, 2=0.004253816379583919, 3=0.001922425708919121, 4=0.0028491510920875254, 5=0.003272377557633214, 6=6.181657255419059E-4, 7=0.0037703135896885475, 8=0.0015482384145396066, 9=6.903210575249874E-4, 10=0.0011739953981096353, 11=7.460577603176306E-4, 12=0.0, 13=5.109492252443011E-4}
411 --> {1=0.004834141364539658, 2=0.007454179731344785, 3=0.0059981968937046735, 4=0.0040872464190698215, 5=0.0011672170718560527, 6=0.0013166219118418792, 7=0.001974543248071686, 8=0.0, 9=0.008440397381551053, 10=0.007169790692837931, 11=0.006445904873859513, 12=2.733454503065588E-4, 13=0.003994740816888164}
412 --> {1=0.013337990400431977, 2=0.015311738276489876, 3=0.015115735298547721, 4=0.005764546230564436, 5=0.007957165773199317, 6=0.0013887900786081315, 7=0.009975406053637554, 8=6.929738628485034E-4, 9=0.01416143756573206, 10=0.01739467848685774, 11=0.012645641550655094, 12=0.005847260840919138, 13=0.00556235922858183}
413 --> {1=0.006156234046004308, 2=0.004081400179725554, 3=0.005439260514718784, 4=0.006938810620771592, 5=0.0062080705779054, 6=0.003683128356845758, 7=0.005811619399060108, 8=0.0012578693399021084, 9=0.005659892800234764, 10=0.009663594638158971, 11=0.002043084901522324, 12=5.276460817077946E-4, 13=0.001816709260155466}
414 --> {1=0.0011092160178652302, 2=0.01707182999443724, 3=0.007485073685894093, 4=0.002514704831543282, 5=0.0061949938168257635, 6=0.001412738854590327, 7=0.003261199882149479, 8=0.0, 9=0.012980900062977915, 10=0.023376158931634784, 11=4.534528146356178E-4, 12=0.002949256180470804, 13=0.010353532243089634}
415 --> {1=0.004646298023634373, 2=0.004113588155983653, 3=0.007397703547490974, 4=0.009333719509323544, 5=0.011419165085097407, 6=0.0035062396507128234, 7=0.006321403673939003, 8=0.0012578693399021084, 9=0.005595867289052483, 10=0.020332982722105132, 11=0.002787830918134117, 12=0.0, 13=0.005926071537198004}
416 --> {1=0.002537060738728606, 2=0.008837511812235034, 3=0.012283969356954454, 4=0.012483444268931086, 5=0.0111283680187617, 6=0.008158723039611888, 7=0.01084427834278505, 8=9.829832874774438E-4, 9=0.020889677687530382, 10=0.029483263448968906, 11=0.007374355715978393, 12=0.0, 13=0.006731880538749871}
417 --> {1=0.007605549570080298, 2=0.004890512965250167, 3=0.0026565313372675045, 4=0.0, 5=0.0013237591041151341, 6=2.442142306051941E-4, 7=0.0019243225240268033, 8=3.2338780266263494E-4, 9=0.0013184988246516516, 10=0.001283029618002041, 11=0.003630775992620703, 12=0.0023086719272156116, 13=6.82737989624438E-4}
418 --> {1=0.0061413355278321785, 2=0.003856986783718822, 3=0.006027785041480673, 4=0.0021583032763256445, 5=0.003351149711659259, 6=5.001928780465753E-4, 7=0.01919325454905659, 8=4.849124614444787E-4, 9=0.009484073951243186, 10=0.010538031887866126, 11=0.0012852449373702522, 12=0.006296323816187014, 13=8.802199238821749E-4}
419 --> {1=0.004402518455020134, 2=0.01715657023019391, 3=0.008694993228887504, 4=0.005230485693174583, 5=0.008309818109745078, 6=0.0035982554844147425, 7=0.010810681977153257, 8=9.243126676000314E-4, 9=0.018176064221658877, 10=0.027546485982196285, 11=0.002456710973550751, 12=0.0, 13=0.003467942736503499}
420 --> {1=0.011733552199832192, 2=0.008783503795260286, 3=0.007982076292588243, 4=0.01173846946747294, 5=0.008686825309253587, 6=0.002559156741016473, 7=0.01648509392617189, 8=0.005042457081679287, 9=0.008794423758296515, 10=0.019110841445315288, 11=0.0027444607320076765, 12=4.576947074900519E-4, 13=0.0012543021208016873}
421 --> {1=0.0, 2=0.002167236284721429, 3=0.006652313331081321, 4=0.002514704831543282, 5=0.00441194997948434, 6=0.003068386340946021, 7=0.002939489641025415, 8=0.0, 9=0.005171391707002182, 10=0.014622665677244571, 11=4.534528146356178E-4, 12=0.0, 13=0.0011520305728066505}
422 --> {1=0.0011687503704196445, 2=0.005947500249248249, 3=0.008215322849264062, 4=0.014069436102830839, 5=0.010329215985516234, 6=0.0021192853863403844, 7=0.010862610749652984, 8=5.055218197625481E-4, 9=0.01195375835411466, 10=0.017644890208990877, 11=0.002782624297897865, 12=7.959108856101387E-4, 13=0.006762345279672474}
423 --> {1=2.205614003655549E-4, 2=0.001773480101285074, 3=0.004740022615401558, 4=0.006344842340335002, 5=0.003369594535857721, 6=0.0028514586739662538, 7=0.008534048438249188, 8=4.7144267084879874E-4, 9=0.00801275200728436, 10=0.008244997577032084, 11=0.0041721046114387705, 12=4.1988056543787753E-4, 13=0.005849442480976336}
424 --> {1=0.0018490872703505249, 2=0.018451414961535306, 3=0.017872858148708433, 4=0.011289587715185775, 5=0.016217907791902263, 6=0.0030779589033564144, 7=0.015927725214751044, 8=0.0026975335183417686, 9=0.00968093962213453, 10=0.018058812472208946, 11=0.017118439644613105, 12=0.0014530177578187195, 13=0.012894105836085683}
425 --> {1=0.0013413915905867936, 2=0.0035859782633844476, 3=0.003469670683611687, 4=0.0, 5=0.0016034613555776951, 6=0.002200234581288012, 7=0.006996587914958464, 8=0.0020416330741181627, 9=0.003944691757285642, 10=0.0, 11=0.0042631872018150324, 12=0.0, 13=0.0042906708897554584}
426 --> {1=0.009736968275238102, 2=0.01932911952951357, 3=0.017956557818691713, 4=0.009618653848664756, 5=0.013053390243489001, 6=0.006961086159391317, 7=0.011573079472957055, 8=0.00612722209144571, 9=0.016671979909136297, 10=0.024954782851647324, 11=0.016512161574238925, 12=0.008370034986940044, 13=0.00866227180040345}
427 --> {1=0.017526648840947016, 2=0.014798296292451505, 3=0.014328816760618408, 4=0.007544354286814441, 5=0.012585804421265051, 6=0.0076531182808677765, 7=0.011051105923610102, 8=0.0019824466324399434, 9=0.012656227472046247, 10=0.025044267058192488, 11=0.007089010765184885, 12=0.006702595917722743, 13=0.0031331644974935385}
428 --> {1=0.011686637442240832, 2=0.006330103338732421, 3=0.001240476013314597, 4=0.006857150736338447, 5=0.008512393242849923, 6=0.0024068554837790284, 7=0.013473996272914263, 8=0.001725441985589759, 9=0.011863686520538179, 10=0.017579149469917253, 11=0.0026899311428772547, 12=0.0, 13=0.012268073837974533}
429 --> {1=0.015404017695354674, 2=0.02180764436197556, 3=0.02119483750986701, 4=0.0, 5=8.405725355164132E-4, 6=0.007230478216777901, 7=0.012493165698271393, 8=0.002376599447157424, 9=0.011154701572529796, 10=0.013992311454892175, 11=0.004983119377625296, 12=0.006296377983315304, 13=0.01897966085001713}
430 --> {1=2.6827831811735873E-4, 2=0.00524455528614839, 3=0.005106657633417, 4=0.005106727652802526, 5=0.007059132184407254, 6=0.003638877031238729, 7=0.0012899055468245228, 8=8.144718667670248E-4, 9=0.0056433327177241475, 10=0.005428648594761912, 11=0.007568568139165472, 12=4.318771530218169E-4, 13=0.008470628321642384}
431 --> {1=0.006413871425186039, 2=0.009155102287799527, 3=0.009062065128212612, 4=0.014328592189886007, 5=0.015584364450892518, 6=0.014064362005968611, 7=0.006327935536112026, 8=0.001339800408755419, 9=0.008916011027606379, 10=0.012214675663583289, 11=0.008759515116525483, 12=0.004832104033707094, 13=0.007271867729276883}
432 --> {1=0.0, 2=0.0, 3=0.0, 4=0.006202353171933337, 5=0.0, 6=0.0055205838449943374, 7=0.0, 8=0.0, 9=0.005680213849459919, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
433 --> {1=0.001349436893869323, 2=0.002879047552838222, 3=0.00497144333809107, 4=0.00999247069502009, 5=0.004921349525419433, 6=0.0019553506001190385, 7=0.0069539305808820695, 8=0.0, 9=0.008054029133773935, 10=0.012693856447861288, 11=0.002833956476305159, 12=3.1743342616245536E-4, 13=0.001736995342618223}
434 --> {1=0.016726107185752927, 2=0.004060425332055368, 3=0.0034076536619953176, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
435 --> {1=0.007914283055737591, 2=0.013649722577481168, 3=0.008815348492412584, 4=9.542081802974365E-4, 5=0.0010795654248293624, 6=0.0037942486195431456, 7=0.001960419368950659, 8=0.004272251851491746, 9=0.008132700385137658, 10=0.005067488642873297, 11=0.0038282481299072094, 12=0.00561990336610922, 13=0.0}
436 --> {1=6.884695511663079E-4, 2=0.010216813614689346, 3=0.012061495851063685, 4=0.014751011551539798, 5=0.012442366357015113, 6=0.0031340167481622274, 7=0.010827230945070623, 8=7.704463604552937E-4, 9=0.021168723045003144, 10=0.03312311100233828, 11=0.006890144767270599, 12=2.6595773543340855E-4, 13=0.00631737606723195}
437 --> {1=0.009277235781416076, 2=0.008185884124051928, 3=0.005607931234733441, 4=0.014043471835511105, 5=0.015811675155667924, 6=0.0041299330022306355, 7=0.011096005278487293, 8=0.004140129622040634, 9=0.007497274453562754, 10=0.03896290876042287, 11=0.002565289376170865, 12=0.0, 13=0.005726618731672865}
438 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
439 --> {1=0.0, 2=0.0019315001454933555, 3=0.002296393667668933, 4=0.0, 5=6.297072318564113E-4, 6=8.429532621025991E-4, 7=0.005840375140989093, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
440 --> {1=0.005487660375372483, 2=0.014320865086285823, 3=0.013961076077073743, 4=0.007050700057904465, 5=9.959070922531386E-4, 6=0.007294100041378053, 7=0.010033118840030846, 8=4.0409371787039893E-4, 9=0.01818289701897218, 10=0.021616217502961672, 11=0.0010710374478085434, 12=2.4428942177552327E-4, 13=0.010072012980529677}
441 --> {1=0.006690669380366542, 2=0.008926286956072657, 3=0.012735082418150287, 4=0.018068479009573358, 5=0.01486911104410599, 6=0.00279354974512334, 7=0.011825780177332382, 8=0.005392373857312877, 9=0.012090429389319502, 10=0.026599318862194687, 11=0.004522030531613311, 12=3.393253865874523E-4, 13=0.003720514471365315}
442 --> {1=0.016636150296180742, 2=0.020443557162182702, 3=0.023775937810118854, 4=0.012805061356473038, 5=0.013152470300670151, 6=0.004803628809899957, 7=0.015082444268619705, 8=0.002383177574875668, 9=0.014453032044526795, 10=0.018446772721315906, 11=0.012643088009669323, 12=0.011194773239732794, 13=0.001954863806077288}
443 --> {1=0.006778306267094691, 2=0.002993103510396348, 3=0.003535216171446396, 4=0.005514149668340914, 5=0.0012415657977815947, 6=0.0055853199304585245, 7=0.00605008070832604, 8=0.003936725935878331, 9=0.0027258867752871386, 10=0.005114967975650477, 11=0.0, 12=0.0, 13=0.0035238849777957607}
444 --> {1=0.004866420386376219, 2=0.0, 3=0.007180316272950181, 4=0.013424244844121023, 5=0.0, 6=0.0, 7=0.0017537975620912992, 8=0.0, 9=0.004610301487698203, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
445 --> {1=8.906564227125028E-4, 2=0.005721737915021233, 3=0.006770697972651783, 4=0.010295723592313333, 5=0.008943398786299137, 6=0.006540556267257542, 7=0.01934515046375871, 8=0.006099712381864786, 9=0.011151946213131652, 10=0.026347499254369508, 11=0.009702196116333023, 12=3.280145403678706E-4, 13=0.0065910946200224176}
446 --> {1=0.006083025482970274, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.03565572081554241, 10=0.021919963955552194, 11=0.0, 12=0.0, 13=0.0}
447 --> {1=0.01100964182792575, 2=0.010408499949356921, 3=0.00817043938677373, 4=0.0062092252314298445, 5=0.009987338612322575, 6=0.0028147554057145487, 7=0.012155851567112689, 8=5.657312050185585E-4, 9=0.006935337553394084, 10=0.02178832405243063, 11=0.002942326915309498, 12=0.0, 13=0.004876739348350159}
448 --> {1=0.005869933503326886, 2=0.01407541921400183, 3=0.008349962312982686, 4=0.012329456859429043, 5=0.007043672640982089, 6=0.003291202070469883, 7=0.009405346450070708, 8=0.006961069094927696, 9=0.01297473949073552, 10=0.02026762412961534, 11=0.004777468583597226, 12=4.382983780328672E-4, 13=0.012886421578578982}
449 --> {1=0.011408506695458816, 2=0.012329568355915569, 3=0.010199516771643526, 4=0.0, 5=0.001396940391502707, 6=0.00105981967506279, 7=0.00623821954753229, 8=0.0071339901577581, 9=0.003974808454187528, 10=0.005023216378530764, 11=0.008423242114119931, 12=0.007991556671130964, 13=0.002498604899371021}
450 --> {1=0.0, 2=0.005506607638748574, 3=0.011784420567938075, 4=0.0, 5=0.00690791674712974, 6=0.02162894781410905, 7=0.008707623859758002, 8=0.010783647788667033, 9=0.0, 10=0.01894326509451319, 11=0.0, 12=0.0, 13=0.0}
451 --> {1=0.0214449421215351, 2=0.017509873679786018, 3=0.011734468343076903, 4=0.0, 5=0.0011622883124282179, 6=3.243122385200844E-4, 7=0.007080805184635479, 8=0.001212704259984881, 9=0.004575560858526489, 10=0.006156851218411444, 11=0.006220903211099215, 12=0.008657519727058543, 13=0.0}
452 --> {1=0.0, 2=0.0, 3=0.0, 4=0.012854163264350932, 5=0.002862922616238488, 6=0.005280562995091229, 7=0.0, 8=0.0, 9=0.009508192217477977, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
453 --> {1=0.01194166560635667, 2=0.014919911834874492, 3=0.009976512560301387, 4=0.010501393539119823, 5=0.015776146318767535, 6=0.005440859450490553, 7=0.016593666136631068, 8=0.007700548453292686, 9=0.015303038824936426, 10=0.028449610741145413, 11=0.006944579576765122, 12=0.006493139795293907, 13=0.005074576432314058}
454 --> {1=0.011578678511313655, 2=0.019835865190336834, 3=0.01370114535964114, 4=0.009223426775256852, 5=0.012305252409178832, 6=0.011285050296805946, 7=0.011054410354884438, 8=0.0025353186208551173, 9=0.02379677253682734, 10=0.03096975199723441, 11=0.008827618464615286, 12=0.006189639661872856, 13=0.004843004596343977}
455 --> {1=0.005324862804392639, 2=0.011008280107536687, 3=0.014447736160404262, 4=0.004910879971916395, 5=0.001101240019492141, 6=0.004074312882804894, 7=0.006127067255974913, 8=0.0035407617878215757, 9=0.003955356079551974, 10=0.009756651308637891, 11=0.0010941514323980922, 12=2.4001063929356383E-4, 13=0.005288983691983604}
456 --> {1=0.00889923456374012, 2=0.0124792321638206, 3=0.01142213550493815, 4=0.0038331137806763985, 5=0.0018420078832484677, 6=0.001586681217140377, 7=0.0032708873966900494, 8=0.002901113673583153, 9=0.006235080946889591, 10=0.007861275466872566, 11=0.00771479398217748, 12=0.007655027294884374, 13=0.0011907592615959179}
457 --> {1=0.0016861949828441574, 2=0.0012088379504797922, 3=0.007460577040994813, 4=0.006138648138071422, 5=0.0029755011489545546, 6=0.001427365955381114, 7=0.0035659966289573975, 8=4.689519989422159E-4, 9=0.004683129623532126, 10=0.013639406390081156, 11=0.0012328009095922028, 12=0.0, 13=0.002110370717598236}
458 --> {1=0.010049947822450868, 2=0.015344062666570006, 3=0.014116310287890428, 4=0.01157683520389831, 5=0.014883958581763891, 6=0.00986563114549779, 7=0.017610811258220154, 8=0.007452485807946557, 9=0.016357750268116814, 10=0.029096360635180143, 11=0.007140642318690064, 12=0.005067816425595245, 13=0.01512010884619564}
459 --> {1=0.00124260345358023, 2=0.004095917110244809, 3=0.015584378524780305, 4=0.005410091502459154, 5=6.235683049468815E-4, 6=5.053376591028817E-4, 7=0.004149610805008675, 8=0.0, 9=0.015420417630005567, 10=0.004871103101233821, 11=0.001657906134039179, 12=0.0, 13=0.0011354427227651136}
460 --> {1=0.016156219152809338, 2=0.015221639070406339, 3=0.014622865367777283, 4=0.0046059167138025525, 5=0.0033058652805316607, 6=0.0076550949394010885, 7=0.005142077418362296, 8=0.0015363961401409561, 9=0.012819648464322741, 10=0.008166955013507553, 11=0.0037325419266595293, 12=0.005194511836235126, 13=0.016551925550833284}
461 --> {1=0.0014746728443564298, 2=0.0, 3=0.0, 4=0.0, 5=2.1714042477807285E-4, 6=0.002507382076044885, 7=0.001262805923276807, 8=0.006250587271297316, 9=0.002063907266931812, 10=0.0, 11=0.0021090507041112796, 12=0.0, 13=0.0}
462 --> {1=0.006094285850552077, 2=0.01197070556329306, 3=0.015184337000960144, 4=0.0058292870824106805, 5=0.007789196581839774, 6=0.00834438057408562, 7=0.0040628363249576496, 8=7.276225559909287E-4, 9=0.011298043000625008, 10=0.015212675181118365, 11=0.008018987895931829, 12=0.005725416687232392, 13=8.352221652848217E-4}
463 --> {1=0.005561349453644526, 2=0.002456252703630195, 3=0.003657000654079706, 4=0.007187461450602017, 5=0.006256035495792423, 6=0.0025685655873287226, 7=0.0017988003699176722, 8=6.038177291608213E-4, 9=0.003096967033033469, 10=0.003015012319153463, 11=4.6617488134810314E-4, 12=0.0, 13=1.410607813468836E-4}
464 --> {1=0.006094285850552077, 2=0.016045894868725125, 3=0.01825920243970683, 4=0.011676481273511294, 5=0.013077895189507615, 6=0.005169167788028147, 7=0.01036683436953732, 8=0.004708881511449192, 9=0.00911214324568583, 10=0.018042064571831332, 11=0.004809605901094468, 12=0.00547940578195649, 13=0.0017973990337818387}
465 --> {1=0.008620517121611463, 2=0.013695600135758402, 3=0.011743965303593654, 4=0.009367343383132222, 5=7.398037841946001E-4, 6=0.0018966210840649822, 7=0.005140850066698798, 8=8.315686354182041E-4, 9=0.009012114105797461, 10=0.003741441773576751, 11=0.008201421538378485, 12=0.0066830206141249284, 13=6.824737410525186E-4}
466 --> {1=0.010162319726705995, 2=0.005279045794659091, 3=0.0015474251365772318, 4=0.005060713644251169, 5=0.009995922909984021, 6=0.002099149074576303, 7=0.008460239244377296, 8=0.0022872864221565384, 9=0.005933610551775772, 10=0.01489480094804434, 11=5.977332556560416E-4, 12=0.0, 13=0.02034759919750594}
467 --> {1=0.0, 2=0.0038268510626096527, 3=0.0039545807024082965, 4=0.009313837847144766, 5=0.006397327470252292, 6=0.002419546983677458, 7=0.004262259979486852, 8=0.0, 9=0.00650054900382901, 10=0.017294720893967684, 11=0.0021643117325663057, 12=0.0, 13=0.003857936063906947}
468 --> {1=0.01116464903732974, 2=0.016417624129025893, 3=0.016780763354063116, 4=0.018715923493251588, 5=0.018037609152699523, 6=0.009501652698204063, 7=0.015617237080788932, 8=0.004591362330405602, 9=0.018576840791863773, 10=0.03313787756178835, 11=0.008974639094424888, 12=0.0085341533200173, 13=0.003359162060652979}
469 --> {1=0.015523077076955029, 2=0.02511268341968691, 3=0.01249302385870969, 4=0.0031696590012902843, 5=0.0014258022961509999, 6=0.0018579772985393892, 7=0.003473479861708788, 8=0.002311015476792123, 9=0.0021841518327684896, 10=0.0028615848559784486, 11=0.008084317223029863, 12=0.011176801056653939, 13=2.3082673311308226E-4}
470 --> {1=0.0018538744329052261, 2=0.0036683892999668445, 3=0.004719143458619097, 4=0.013900801988657924, 5=0.007582584200864723, 6=0.002269138247250112, 7=0.0052236792742742615, 8=0.0, 9=0.013230230304044051, 10=0.007307457435445128, 11=0.004324654911814202, 12=8.434659609459529E-4, 13=0.007624101383948758}
471 --> {1=4.0824961452641545E-4, 2=0.003907161326376256, 3=0.005024242089652647, 4=0.0022883044008477115, 5=0.001834529008469114, 6=0.0028803046147796545, 7=0.0015593036243937669, 8=0.0012394137102976464, 9=0.0051571727026803755, 10=0.005130750949559399, 11=0.007418467512495287, 12=0.0, 13=0.011992731035671611}
472 --> {1=0.00789302515451854, 2=0.011095991799922622, 3=0.011696775973399185, 4=0.0025170419898607886, 5=0.0010039285000451488, 6=0.0022684047857958506, 7=0.0033368461586690346, 8=8.315686354182041E-4, 9=0.0036745866098662635, 10=0.0022117456375202343, 11=0.00647144916591604, 12=0.006303680535765831, 13=0.00239977932547068}
473 --> {1=0.0, 2=0.0033919867408822814, 3=0.009748653464090378, 4=0.006980231161072392, 5=0.0035334401449739644, 6=0.0031899220278458424, 7=0.004380573010771825, 8=0.0034378229992135237, 9=0.005722409939192695, 10=0.009728973822947486, 11=0.0034432738832204574, 12=2.460109052759029E-4, 13=0.0020295512121267295}
474 --> {1=0.0011586715205657663, 2=0.0019451351803483556, 3=0.0023159686092576884, 4=0.0070519285302066545, 5=0.005047771635677092, 6=0.0015025320299083221, 7=0.004555022074400601, 8=0.0, 9=0.006553229917685997, 10=0.012810884791332008, 11=0.0020717978697412393, 12=3.51444150394147E-4, 13=0.0011931745218354596}
475 --> {1=0.013633712854061493, 2=0.011815361036818892, 3=0.018082716632520875, 4=0.00448827840444627, 5=0.00678054185695092, 6=0.0029861826695487576, 7=0.015578815183231391, 8=0.0013376015143353713, 9=0.010482581464247378, 10=0.019197217028967553, 11=0.0065977458414807, 12=3.7789250889408974E-4, 13=0.0050903940334941136}
476 --> {1=0.0015447485690668944, 2=0.003380490705181016, 3=0.0032927228463543188, 4=0.0069544604375455414, 5=3.188346760455409E-4, 6=0.0017665429357776963, 7=0.002233009496088207, 8=0.004240863812187214, 9=0.004912701288974387, 10=0.007948727158418248, 11=0.0010681002078171853, 12=2.342961002627647E-4, 13=0.0043058385858101055}
477 --> {1=0.013341151455835386, 2=0.011151879940805142, 3=0.0050437050525097005, 4=0.0029708439394014593, 5=0.009892330073628323, 6=0.0016512054723970418, 7=0.007823621934374681, 8=0.0015858160659583374, 9=0.010070479944054586, 10=0.017522610902116265, 11=0.0059419718732977135, 12=0.0, 13=0.008590047234217774}
478 --> {1=0.010626766553572706, 2=0.010186217097110727, 3=0.009042255881762057, 4=0.0025446618566886377, 5=4.032927758999447E-4, 6=0.003458756905218247, 7=0.003976663233719391, 8=0.009701581726119074, 9=0.005699541252661994, 10=0.003951048758246418, 11=0.007387815872336928, 12=0.006702595917722743, 13=0.0035912086856573567}
479 --> {1=0.0, 2=0.0029581387986817895, 3=0.0035674376774799885, 4=0.010201873647521072, 5=0.022679845977340497, 6=0.003959778576515542, 7=0.0037668982501724096, 8=7.704463604552937E-4, 9=0.003665190862741171, 10=0.012954896402248901, 11=0.004613915398044622, 12=0.0, 13=0.011171100559276509}
480 --> {1=0.005956118416016843, 2=0.004601217591462637, 3=0.0030508728520006, 4=7.332034931216611E-4, 5=0.003967377980140108, 6=0.0010123528995094361, 7=7.138947291942396E-4, 8=0.0, 9=0.0010072191603700278, 10=0.0021542275795805176, 11=0.002571632741163342, 12=0.0, 13=0.0035912086856573567}
481 --> {1=1.825335727163213E-4, 2=0.00498594771482793, 3=0.0037251968219447437, 4=0.002722909672503198, 5=0.003499782282710316, 6=0.0025947711988170384, 7=0.009450865177748546, 8=0.0031369840358140633, 9=0.005875967350839439, 10=0.015517859063181785, 11=0.0022685658668282695, 12=0.0, 13=0.002364525329277163}
482 --> {1=0.008179786816238866, 2=0.014359475929381508, 3=0.010097040196542372, 4=0.008279862680749418, 5=0.011657981383808934, 6=0.007947147922162506, 7=0.009085544032853868, 8=7.276225559909287E-4, 9=0.010956255292305234, 10=0.029532746165173117, 11=0.007304987527654935, 12=0.005194511836235126, 13=0.004191546675262463}
483 --> {1=0.0013759964422871678, 2=0.009165431239064476, 3=0.01278572245716144, 4=0.012701296429265022, 5=0.01633656430922934, 6=0.007976109446405729, 7=0.00995011556508063, 8=0.0020871576365161996, 9=0.013051162249584365, 10=0.018798795303292107, 11=0.008395908869328662, 12=3.1743342616245536E-4, 13=0.009702785607189238}
484 --> {1=0.0039288201539808155, 2=0.004772267008468024, 3=0.007513131039478507, 4=0.0035715086378129302, 5=0.0023259920731839266, 6=0.0010635519467048517, 7=0.003540807818046852, 8=4.344015259647335E-4, 9=0.007855022237677676, 10=0.012812288189746574, 11=0.00287444644354787, 12=0.0031012010962597767, 13=0.001305948318760035}
485 --> {1=0.0, 2=0.0, 3=0.0, 4=0.005316302718800003, 5=0.00798761692301603, 6=0.009463858019990293, 7=0.0, 8=0.0, 9=0.005510231878683505, 10=0.02932234286572221, 11=0.0, 12=0.0, 13=0.0}
486 --> {1=0.0, 2=0.009393460474744675, 3=0.0036463029826666548, 4=0.013976632918217689, 5=0.0057665771808886055, 6=0.0018722698540542782, 7=0.008901371100238224, 8=0.0, 9=0.017673943847303437, 10=0.01646562391056142, 11=0.0035472603131405686, 12=0.004382901073397136, 13=0.0019188223786635661}
487 --> {1=0.010420439617809559, 2=0.016290529590700185, 3=0.01331853605341275, 4=0.0142256521417388, 5=0.016478135325016803, 6=0.011842929506852473, 7=0.01179162402320942, 8=0.0015757909129650832, 9=0.017664050522118325, 10=0.04282645620145088, 11=0.006327241340831657, 12=0.00613530315907353, 13=0.005349567402327624}
488 --> {1=0.006329029378904766, 2=0.013879636311198765, 3=0.011019379040055517, 4=0.004069289009146314, 5=0.004511763805538738, 6=0.0034249992710418016, 7=0.004917152131127274, 8=0.0021548570153534325, 9=0.003953355040277414, 10=0.010537953982916253, 11=0.008326914036955143, 12=0.005558094227714219, 13=0.006317910275408717}
489 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
490 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
